WAST,DP,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
19/06/2007 3:00,8.3,111,16,3165.51,1023.4,1027,1027,44.8,77.9,8,25,12.7,14,15.3,17.3,11,12.04
19/06/2007 3:10,8.3,117,21,3165.61,1023.5,1027.1,1027.1,44.8,77.6,7,21,12.7,14,15.3,17.3,11,12.13
19/06/2007 3:20,8.2,117,18,3165.72,1023.5,1027.1,1027.1,44.8,77.3,7,29,12.6,14,15.3,17.3,10,12.1
19/06/2007 3:30,8.3,119,20,3165.82,1023.5,1027.1,1027.1,44.8,78.1,7,17,12.6,14,15.3,17.3,10,11.95
19/06/2007 3:40,8,121,19,3165.92,1023.6,1027.2,1027.2,44.8,77.7,7,17,12.6,14,15.3,17.3,14,11.79
19/06/2007 3:50,8,130,17,3166.01,1023.5,1027.1,1027.1,44.8,78.1,6,21,12.5,14,15.3,17.3,8,11.73
19/06/2007 4:00,8,128,18,3166.09,1023.5,1027.1,1027.1,44.8,78.7,6,15,12.5,13.9,15.3,17.3,10,11.6
19/06/2007 4:10,8,121,16,3166.17,1023.4,1027,1027,44.8,79.6,6,26,12.4,13.9,15.3,17.3,10,11.44
19/06/2007 4:20,8,115,18,3166.25,1023.3,1026.9,1026.9,44.8,79.5,6,18,12.4,13.9,15.2,17.3,10,11.43
19/06/2007 4:30,7.9,119,17,3166.33,1023.3,1026.9,1026.9,44.8,79.7,6,14,12.4,13.9,15.3,17.3,10,11.33
19/06/2007 4:40,7.8,122,18,3166.4,1023.4,1027,1027,44.8,80.1,5,16,12.3,13.9,15.2,17.3,7,11.12
19/06/2007 4:50,7.8,126,18,3166.48,1023.4,1027,1027,44.8,80.1,6,16,12.3,13.8,15.2,17.3,8,11.13
19/06/2007 5:00,7.7,123,16,3166.55,1023.5,1027.1,1027.1,44.8,80.2,5,29,12.2,13.8,15.3,17.3,8,10.97
19/06/2007 5:10,7.5,120,20,3166.63,1023.6,1027.2,1027.2,44.8,79.7,6,19,12.2,13.8,15.2,17.3,9,10.88
19/06/2007 5:20,7.6,130,18,3166.7,1023.7,1027.3,1027.3,44.8,79.3,5,12,12.2,13.8,15.3,17.3,8,11.03
19/06/2007 5:30,7.3,133,17,3166.77,1023.7,1027.3,1027.3,44.8,79,5,8,12.1,13.8,15.2,17.3,8,10.84
19/06/2007 5:40,7.5,132,16,3166.84,1023.8,1027.4,1027.4,44.8,78.9,5,16,12.1,13.7,15.2,17.3,7,11.05
19/06/2007 5:50,7.4,123,18,3166.92,1023.8,1027.4,1027.4,44.8,78.3,6,12,12,13.7,15.2,17.3,9,11.05
19/06/2007 6:00,7.4,122,17,3167,1024,1027.6,1027.6,44.8,78.5,6,21,12,13.7,15.2,17.3,9,11
19/06/2007 6:10,7.3,130,16,3167.07,1024,1027.6,1027.6,44.8,79.2,5,19,12,13.7,15.2,17.3,8,10.72
19/06/2007 6:20,7.4,135,17,3167.13,1024,1027.6,1027.6,44.8,80.2,5,17,11.9,13.7,15.2,17.3,7,10.64
19/06/2007 6:30,7.3,137,10,3167.18,1024,1027.6,1027.6,44.8,81.2,4,26,11.9,13.6,15.2,17.3,6,10.38
19/06/2007 6:40,7.3,137,11,3167.23,1024.1,1027.7,1027.7,44.8,82.3,4,24,11.8,13.6,15.2,17.3,6,10.14
19/06/2007 6:50,7.4,137,13,3167.28,1024.1,1027.7,1027.7,44.8,83.4,5,18,11.8,13.6,15.2,17.3,7,10.1
19/06/2007 7:00,7.6,132,14,3167.33,1024.2,1027.8,1027.8,44.8,83.9,5,19,11.7,13.6,15.2,17.3,7,10.16
19/06/2007 7:10,7.5,127,14,3167.38,1024.2,1027.8,1027.8,44.8,83.7,5,19,11.7,13.6,15.2,17.3,8,10.16
19/06/2007 7:20,7.5,133,15,3167.43,1024.3,1027.9,1027.9,44.8,84,5,28,11.7,13.5,15.2,17.3,7,10.07
19/06/2007 7:30,7.5,129,12,3167.48,1024.4,1028,1028,44.8,84.5,5,26,11.6,13.5,15.2,17.3,7,10.01
19/06/2007 7:40,7.6,130,15,3167.53,1024.5,1028.1,1028.1,44.8,84,5,37,11.6,13.5,15.2,17.3,7,10.17
19/06/2007 7:50,7.6,126,14,3167.6,1024.6,1028.2,1028.2,44.8,83,6,64,11.5,13.5,15.2,17.3,7,10.41
19/06/2007 8:00,7.6,124,14,3167.67,1024.5,1028.1,1028.1,44.8,82,5,89,11.5,13.5,15.2,17.3,9,10.54
19/06/2007 8:10,7.7,118,15,3167.75,1024.5,1028.1,1028.1,44.8,81.2,6,113,11.5,13.4,15.2,17.3,9,10.8
19/06/2007 8:20,7.8,113,16,3167.86,1024.5,1028.1,1028.1,44.8,79.8,7,152,11.4,13.4,15.1,17.3,11,11.17
19/06/2007 8:30,7.8,111,16,3167.99,1024.5,1028.1,1028.1,44.8,78.2,8,191,11.4,13.4,15.1,17.3,13,11.48
19/06/2007 8:40,7.8,109,16,3168.15,1024.5,1028.1,1028.1,44.8,77.2,9,218,11.4,13.4,15.1,17.3,13,11.65
19/06/2007 8:50,7.9,105,18,3168.3,1024.5,1028.1,1028.1,44.8,76.1,8,253,11.4,13.3,15.1,17.3,12,11.94
19/06/2007 9:00,7.6,105,17,3168.45,1024.4,1028,1028,44.8,74.3,7,280,11.4,13.3,15.1,17.3,11,12.08
19/06/2007 9:10,8.1,105,16,3168.61,1024.3,1027.9,1027.9,44.8,73.9,7,308,11.5,13.3,15.1,17.3,10,12.64
19/06/2007 9:20,7.7,98,15,3168.81,1024.3,1027.9,1027.9,44.8,71.2,8,321,11.5,13.3,15.1,17.3,10,12.79
19/06/2007 9:30,7.7,104,21,3169,1024.3,1027.9,1027.9,44.8,70.1,7,353,11.6,13.3,15.1,17.3,10,13.03
19/06/2007 9:40,7.7,100,16,3169.22,1024.3,1027.9,1027.9,44.8,68.9,8,378,11.7,13.3,15.1,17.3,13,13.3
19/06/2007 9:50,7.4,104,15,3169.5,1024.3,1027.9,1027.9,44.8,66.5,10,397,11.8,13.2,15.1,17.3,15,13.47
19/06/2007 10:00,7.4,95,22,3169.8,1024.3,1027.9,1027.9,44.8,64.2,10,415,12,13.2,15.1,17.3,16,14.1
19/06/2007 10:10,7.2,98,17,3170.14,1024.3,1027.9,1027.9,44.8,62.8,11,431,12.1,13.2,15.1,17.3,17,14.23
19/06/2007 10:20,7,99,21,3170.47,1024.3,1027.9,1027.9,44.8,61.2,10,454,12.3,13.2,15.1,17.3,16,14.34
19/06/2007 10:30,6.5,97,17,3170.78,1024.2,1027.8,1027.8,44.8,60.2,9,468,12.5,13.2,15.1,17.3,14,14.13
19/06/2007 10:40,6.9,92,16,3171.13,1024.2,1027.8,1027.8,44.8,59.7,10,491,12.6,13.2,15.1,17.3,17,14.62
19/06/2007 10:50,6.6,90,17,3171.51,1024.1,1027.7,1027.7,44.8,59.6,11,544,12.8,13.2,15,17.3,22,14.41
19/06/2007 11:00,7.4,80,18,3171.97,1024,1027.6,1027.6,44.8,58.4,12,766,13,13.2,15,17.3,21,15.56
19/06/2007 11:10,6.6,80,20,3172.37,1023.9,1027.5,1027.5,44.8,58.5,13,226,13.3,13.2,15,17.3,20,14.7
19/06/2007 11:20,6.7,100,16,3172.64,1023.8,1027.4,1027.4,44.8,62.5,10,134,13.5,13.2,15,17.3,18,13.77
19/06/2007 11:30,7.5,102,18,3172.98,1023.6,1027.2,1027.2,44.8,61.4,10,480,13.7,13.2,15,17.3,17,14.9
19/06/2007 11:40,7.2,78,18,3173.41,1023.3,1026.9,1026.9,44.8,57.2,11,691,14,13.3,15,17.3,19,15.62
19/06/2007 11:50,6.2,81,18,3173.9,1023.2,1026.8,1026.8,44.8,55.3,13,619,14.2,13.3,15,17.3,20,15.08
19/06/2007 12:00,6.6,81,17,3174.35,1023.1,1026.7,1026.7,44.8,56.5,12,611,14.3,13.3,15,17.3,21,15.21
19/06/2007 12:10,6,82,18,3174.81,1022.9,1026.5,1026.5,44.8,55.1,12,614,14.5,13.4,15,17.3,18,14.96
19/06/2007 12:20,6.1,77,17,3175.29,1022.8,1026.4,1026.4,44.8,54.5,12,706,14.7,13.4,15,17.3,19,15.22
19/06/2007 12:30,6.2,79,17,3175.81,1022.5,1026.1,1026.1,44.8,53.9,15,324,14.9,13.5,15,17.3,23,15.52
19/06/2007 12:40,7.2,67,18,3176.27,1022.3,1025.9,1025.9,44.8,56.8,13,464,15.1,13.5,15,17.3,20,15.79
19/06/2007 12:50,6.4,82,18,3176.75,1022,1025.6,1025.6,44.8,54.5,12,657,15.4,13.6,15,17.3,17,15.59
19/06/2007 13:00,6.2,88,14,3177.19,1021.8,1025.4,1025.4,44.8,54.9,13,256,15.6,13.6,15,17.3,18,15.25
19/06/2007 13:10,6.7,89,14,3177.62,1021.7,1025.3,1025.3,44.8,57.3,12,569,15.8,13.7,15,17.3,19,15.05
19/06/2007 13:20,6.8,80,18,3178.07,1021.5,1025.1,1025.1,44.8,54,11,593,16,13.7,14.9,17.3,18,16.14
19/06/2007 13:30,6.7,76,19,3178.56,1021.2,1024.8,1024.8,44.8,53.4,12,640,16.2,13.8,15,17.3,20,16.19
19/06/2007 13:40,7.1,72,19,3179.06,1021.2,1024.7,1024.8,44.8,52.7,12,634,16.3,13.9,15,17.3,17,16.83
19/06/2007 13:50,6.4,82,17,3179.43,1021.2,1024.8,1024.8,44.8,55.1,11,136,16.4,13.9,15,17.3,16,15.41
19/06/2007 14:00,6.6,88,14,3179.8,1021.2,1024.8,1024.8,44.8,57.6,12,117,16.6,14,15,17.3,20,14.86
19/06/2007 14:10,6.5,82,16,3180.19,1021.1,1024.7,1024.7,44.8,57.7,12,280,16.7,14.1,14.9,17.3,18,14.77
19/06/2007 14:20,7.2,87,17,3180.56,1021,1024.5,1024.6,44.8,55.1,9,522,16.9,14.1,14.9,17.3,14,16.22
19/06/2007 14:30,6.1,82,18,3180.91,1021,1024.6,1024.6,44.8,54.6,10,208,17,14.2,15,17.3,16,15.16
19/06/2007 14:40,6.2,80,15,3181.36,1020.9,1024.5,1024.5,44.8,52.3,12,297,17,14.2,14.9,17.3,20,15.96
19/06/2007 14:50,6.6,87,18,3181.83,1020.9,1024.4,1024.5,44.8,51.7,11,563,17,14.3,14.9,17.3,18,16.58
19/06/2007 15:00,6.2,89,19,3182.24,1020.8,1024.4,1024.4,44.8,51.8,11,216,17,14.4,15,17.3,18,16.09
19/06/2007 15:10,5.7,95,17,3182.7,1020.9,1024.5,1024.5,44.8,51.8,13,184,17.1,14.5,15,17.3,19,15.61
19/06/2007 15:20,6.5,95,16,3183.06,1020.8,1024.4,1024.4,44.8,53.7,10,188,17.1,14.5,15,17.2,16,15.9
19/06/2007 15:30,6.2,89,14,3183.42,1020.8,1024.4,1024.4,44.8,53.5,10,174,17.3,14.6,15,17.3,17,15.65
19/06/2007 15:40,6.4,97,20,3183.68,1020.9,1024.5,1024.5,44.8,54.3,7,114,17.3,14.6,15,17.2,10,15.6
19/06/2007 15:50,6.3,91,16,3184.08,1020.9,1024.5,1024.5,44.8,54.5,11,322,17.3,14.7,15,17.3,18,15.45
19/06/2007 16:00,6.4,92,12,3184.39,1020.8,1024.4,1024.4,44.8,54.8,9,109,17.3,14.8,15,17.3,14,15.47
19/06/2007 16:10,6.3,102,17,3184.71,1020.8,1024.4,1024.4,44.8,54.9,9,168,17.3,14.8,15,17.2,13,15.36
19/06/2007 16:20,6.3,106,15,3184.97,1020.8,1024.4,1024.4,44.8,53.9,7,83,17.3,14.9,15,17.3,11,15.57
19/06/2007 16:30,6.3,106,17,3185.25,1020.8,1024.4,1024.4,44.8,54.5,8,66,17.3,14.9,15,17.3,13,15.4
19/06/2007 16:40,6.2,107,18,3185.53,1020.8,1024.4,1024.4,44.8,54.2,8,58,17.2,15,15,17.2,15,15.42
19/06/2007 16:50,6,107,14,3185.81,1020.8,1024.4,1024.4,44.8,53.6,8,39,17.2,15,15,17.3,15,15.4
19/06/2007 17:00,6,108,15,3186.15,1020.7,1024.3,1024.3,44.8,53.7,10,38,17.1,15.1,15,17.2,16,15.39
19/06/2007 17:10,6.1,118,15,3186.39,1020.8,1024.4,1024.4,44.8,54.4,7,26,17,15.1,15.1,17.2,9,15.29
19/06/2007 17:20,6.3,117,18,3186.63,1020.8,1024.4,1024.4,44.8,55.1,7,21,17,15.1,15.1,17.2,9,15.22
19/06/2007 17:30,6.3,119,17,3186.87,1020.9,1024.5,1024.5,44.8,55.4,7,14,16.9,15.2,15.1,17.3,10,15.18
19/06/2007 17:40,6.3,118,14,3187.05,1021,1024.6,1024.6,44.8,55.9,5,11,16.8,15.2,15.1,17.2,7,15.07
19/06/2007 17:50,6.3,122,17,3187.23,1021.1,1024.7,1024.7,44.8,56.1,5,11,16.7,15.2,15.1,17.2,7,15
19/06/2007 18:00,6.2,126,16,3187.4,1021.2,1024.8,1024.8,44.8,56.4,5,15,16.6,15.2,15.1,17.2,6,14.8
19/06/2007 18:10,6.1,125,16,3187.57,1021.3,1024.9,1024.9,44.8,56.4,5,15,16.5,15.2,15.1,17.3,6,14.69
19/06/2007 18:20,6.1,122,13,3187.74,1021.5,1025.1,1025.1,44.8,56.8,5,16,16.5,15.3,15.1,17.2,7,14.56
19/06/2007 18:30,6,123,12,3187.91,1021.4,1025,1025,44.8,56.9,5,20,16.4,15.3,15.1,17.2,7,14.48
19/06/2007 18:40,6,123,12,3188.08,1021.6,1025.2,1025.2,44.8,57.5,5,20,16.3,15.3,15.2,17.2,9,14.23
19/06/2007 18:50,6,131,10,3188.24,1021.6,1025.2,1025.2,44.8,58.6,5,15,16.2,15.3,15.2,17.2,6,14.02
19/06/2007 19:00,6,136,10,3188.4,1021.6,1025.2,1025.2,44.8,59,5,18,16.1,15.3,15.2,17.2,6,13.89
19/06/2007 19:10,6,139,11,3188.56,1021.7,1025.3,1025.3,44.8,59.3,5,16,16,15.3,15.2,17.2,7,13.77
19/06/2007 19:20,6,140,9,3188.72,1021.7,1025.3,1025.3,44.8,59.5,5,14,15.8,15.3,15.2,17.3,6,13.74
19/06/2007 19:30,6.1,132,13,3188.88,1021.7,1025.3,1025.3,44.8,59.4,5,18,15.7,15.3,15.2,17.3,7,13.92
19/06/2007 19:40,6.1,140,16,3189.04,1021.8,1025.4,1025.4,44.8,59.7,5,22,15.6,15.3,15.2,17.3,7,13.76
19/06/2007 19:50,6.1,157,13,3189.21,1021.7,1025.3,1025.3,44.8,60.6,6,16,15.5,15.3,15.3,17.3,8,13.53
19/06/2007 20:00,6,157,12,3189.36,1021.7,1025.3,1025.3,44.8,61.5,5,30,15.4,15.3,15.3,17.3,7,13.22
19/06/2007 20:10,6.1,150,14,3189.5,1021.8,1025.4,1025.4,44.8,62.4,5,10,15.3,15.3,15.3,17.3,7,13.17
19/06/2007 20:20,5.9,151,9,3189.61,1021.8,1025.4,1025.4,44.8,63.4,4,15,15.2,15.3,15.3,17.3,5,12.72
19/06/2007 20:30,6.2,149,13,3189.74,1021.8,1025.4,1025.4,44.8,64.3,5,16,15.1,15.3,15.3,17.3,6,12.73
19/06/2007 20:40,6.1,141,15,3189.85,1021.8,1025.4,1025.4,44.8,64.6,4,21,15,15.3,15.3,17.2,6,12.58
19/06/2007 20:50,6.3,129,13,3189.96,1021.8,1025.4,1025.4,44.8,64.8,4,19,14.9,15.2,15.3,17.2,7,12.75
19/06/2007 21:00,6.1,119,16,3190.11,1021.8,1025.4,1025.4,44.8,64.3,6,18,14.8,15.2,15.3,17.2,9,12.67
19/06/2007 21:10,6.2,118,13,3190.24,1021.9,1025.5,1025.5,44.8,65,5,27,14.7,15.2,15.3,17.2,7,12.56
19/06/2007 21:20,6.2,114,12,3190.37,1022,1025.6,1025.6,44.8,65.8,5,22,14.6,15.2,15.4,17.2,8,12.39
19/06/2007 21:30,6.3,116,13,3190.5,1022,1025.6,1025.6,44.8,65.6,5,23,14.5,15.2,15.4,17.2,10,12.53
19/06/2007 21:40,6.2,116,14,3190.62,1022,1025.6,1025.6,44.8,65.8,5,4,14.4,15.1,15.4,17.2,8,12.44
19/06/2007 21:50,6.3,109,14,3190.76,1022,1025.6,1025.6,44.8,66,6,14,14.4,15.1,15.4,17.2,9,12.48
19/06/2007 22:00,6.3,114,16,3190.91,1022,1025.6,1025.6,44.8,65.3,6,17,14.3,15.1,15.4,17.2,11,12.66
19/06/2007 22:10,6.4,120,21,3191.06,1021.9,1025.5,1025.5,44.8,65,6,13,14.2,15.1,15.4,17.2,9,12.8
19/06/2007 22:20,6.4,109,18,3191.28,1021.9,1025.5,1025.5,44.8,64,9,26,14.1,15,15.4,17.2,16,13.05
19/06/2007 22:30,6.4,107,15,3191.5,1021.9,1025.5,1025.5,44.8,64,9,24,14,15,15.4,17.2,13,13.02
19/06/2007 22:40,6.4,107,15,3191.72,1021.8,1025.4,1025.4,44.8,64.1,9,14,14,15,15.4,17.2,13,12.99
19/06/2007 22:50,6.5,105,18,3191.93,1021.9,1025.5,1025.5,44.8,64.8,9,9,13.9,14.9,15.4,17.2,14,12.93
19/06/2007 23:00,6.4,102,16,3192.14,1021.9,1025.5,1025.5,44.8,65.2,9,17,13.8,14.9,15.4,17.2,17,12.77
19/06/2007 23:10,6.4,104,17,3192.35,1022,1025.6,1025.6,44.8,65.7,9,25,13.8,14.9,15.4,17.2,15,12.66
19/06/2007 23:20,6.4,105,16,3192.56,1021.9,1025.5,1025.5,44.8,66,9,22,13.7,14.9,15.4,17.2,15,12.63
19/06/2007 23:30,6.5,107,16,3192.74,1021.9,1025.5,1025.5,44.8,66.2,8,22,13.7,14.8,15.4,17.2,13,12.61
19/06/2007 23:40,6.4,114,21,3192.88,1021.8,1025.4,1025.4,44.8,67.4,6,16,13.6,14.8,15.4,17.2,10,12.29
19/06/2007 23:50,6.4,109,19,3193.01,1021.7,1025.3,1025.3,44.8,67.8,6,13,13.6,14.8,15.4,17.2,12,12.19
20/06/2007 0:00,6.5,109,17,3193.16,1021.7,1025.3,1025.3,44.8,68.4,7,15,13.5,14.8,15.4,17.2,10,12.16
20/06/2007 0:10,6.6,102,15,3193.29,1021.6,1025.2,1025.2,44.8,68.8,6,13,13.5,14.7,15.5,17.2,11,12.13
20/06/2007 0:20,6.5,103,14,3193.42,1021.6,1025.2,1025.2,44.8,68.8,6,20,13.4,14.7,15.4,17.2,10,12.04
20/06/2007 0:30,6.4,100,16,3193.59,1021.5,1025.1,1025.1,44.8,68.6,8,15,13.4,14.6,15.4,17.2,11,12.03
20/06/2007 0:40,6.3,114,12,3193.7,1021.5,1025.1,1025.1,44.8,69.8,5,14,13.3,14.6,15.5,17.2,9,11.59
20/06/2007 0:50,6.4,119,12,3193.8,1021.5,1025.1,1025.1,44.8,71.1,5,25,13.3,14.6,15.4,17.2,7,11.43
20/06/2007 1:00,6.5,125,13,3193.9,1021.5,1025.1,1025.1,44.8,72,5,10,13.2,14.6,15.4,17.2,7,11.35
20/06/2007 1:10,6.6,127,13,3194,1021.4,1025,1025,44.8,72.5,5,14,13.2,14.5,15.5,17.2,7,11.39
20/06/2007 1:20,6.7,125,15,3194.11,1021.3,1024.9,1024.9,44.8,73.1,6,11,13.1,14.5,15.4,17.2,8,11.32
20/06/2007 1:30,6.7,122,17,3194.23,1021.3,1024.9,1024.9,44.8,73.8,7,11,13,14.5,15.4,17.2,11,11.17
20/06/2007 1:40,6.6,114,12,3194.36,1021.3,1024.9,1024.9,44.8,74.6,8,17,13,14.5,15.4,17.2,12,10.97
20/06/2007 1:50,6.7,107,12,3194.48,1021.3,1024.9,1024.9,44.8,75.4,8,15,12.9,14.5,15.4,17.2,11,10.85
20/06/2007 2:00,6.7,106,11,3194.6,1021.2,1024.8,1024.8,44.8,75.9,8,13,12.9,14.4,15.4,17.2,12,10.78
20/06/2007 2:10,6.8,102,12,3194.72,1021.2,1024.8,1024.8,44.8,76,8,8,12.8,14.4,15.4,17.2,12,10.88
20/06/2007 2:20,6.6,96,13,3194.85,1021.2,1024.8,1024.8,44.8,75.7,9,8,12.8,14.4,15.4,17.2,12,10.69
20/06/2007 2:30,6.7,93,12,3194.97,1021.3,1024.9,1024.9,44.8,76,8,16,12.7,14.3,15.4,17.2,11,10.73
20/06/2007 2:40,6.8,98,14,3195.08,1021.3,1024.9,1024.9,44.8,75.8,7,20,12.7,14.3,15.4,17.2,10,10.86
20/06/2007 2:50,6.7,100,14,3195.21,1021.4,1025,1025,44.8,74.9,8,10,12.6,14.3,15.4,17.2,13,10.93
20/06/2007 3:00,6.6,105,13,3195.32,1021.4,1025,1025,44.8,75,7,9,12.6,14.3,15.4,17.2,10,10.82
20/06/2007 3:10,6.6,102,13,3195.43,1021.4,1025,1025,44.8,75.1,7,22,12.5,14.2,15.4,17.2,12,10.8
20/06/2007 3:20,6.4,101,14,3195.54,1021.3,1024.9,1024.9,44.8,75.4,7,11,12.5,14.2,15.4,17.2,11,10.61
20/06/2007 3:30,6.4,97,14,3195.65,1021.2,1024.8,1024.8,44.8,76,7,24,12.5,14.2,15.4,17.2,10,10.45
20/06/2007 3:40,6.7,95,14,3195.77,1021.2,1024.8,1024.8,44.8,76.1,8,10,12.4,14.1,15.4,17.2,13,10.7
20/06/2007 3:50,6.4,91,13,3195.89,1021.1,1024.7,1024.7,44.8,75.6,8,15,12.4,14.1,15.4,17.2,17,10.55
20/06/2007 4:00,6.5,93,12,3196.01,1021.1,1024.7,1024.7,44.8,76.4,8,20,12.3,14.1,15.4,17.2,15,10.43
20/06/2007 4:10,6.3,99,13,3196.14,1021.1,1024.7,1024.7,44.8,76.2,9,24,12.3,14.1,15.4,17.2,12,10.35
20/06/2007 4:20,6.3,99,13,3196.25,1021,1024.6,1024.6,44.8,76.9,8,18,12.2,14,15.4,17.2,12,10.14
20/06/2007 4:30,6.4,96,12,3196.36,1021,1024.6,1024.6,44.8,77.6,8,18,12.2,14,15.4,17.2,12,10.19
20/06/2007 4:40,6.5,100,12,3196.47,1021,1024.6,1024.6,44.8,77.8,8,22,12.2,14,15.4,17.2,12,10.16
20/06/2007 4:50,6.4,105,11,3196.57,1021,1024.6,1024.6,44.8,77.9,7,22,12.1,14,15.4,17.2,10,10.05
20/06/2007 5:00,6.5,104,13,3196.65,1021,1024.6,1024.6,44.8,78.6,6,9,12.1,13.9,15.4,17.2,10,10.04
20/06/2007 5:10,6.4,99,12,3196.73,1021.1,1024.7,1024.7,44.8,79.1,6,18,12.1,13.9,15.4,17.2,10,9.84
20/06/2007 5:20,6.3,91,16,3196.82,1021.2,1024.8,1024.8,44.8,79.1,7,16,12,13.9,15.4,17.2,11,9.8
20/06/2007 5:30,6.4,96,13,3196.9,1021.2,1024.8,1024.8,44.8,79.6,6,16,12,13.9,15.4,17.2,9,9.75
20/06/2007 5:40,6.4,90,12,3196.98,1021.3,1024.9,1024.9,44.8,80,7,21,11.9,13.8,15.3,17.2,9,9.72
20/06/2007 5:50,6.4,94,13,3197.06,1021.3,1024.9,1024.9,44.8,80.4,7,28,11.9,13.8,15.3,17.2,11,9.62
20/06/2007 6:00,6.4,98,11,3197.14,1021.5,1025.1,1025.1,44.8,81,7,13,11.8,13.8,15.3,17.2,10,9.5
20/06/2007 6:10,6.5,93,13,3197.23,1021.6,1025.2,1025.2,44.8,81,8,15,11.8,13.8,15.3,17.2,12,9.64
20/06/2007 6:20,6.6,91,11,3197.31,1021.7,1025.3,1025.3,44.8,81.3,7,16,11.8,13.7,15.3,17.2,9,9.61
20/06/2007 6:30,6.6,92,12,3197.39,1021.9,1025.5,1025.5,44.8,81.3,7,19,11.7,13.7,15.3,17.2,11,9.65
20/06/2007 6:40,6.6,84,14,3197.47,1021.9,1025.5,1025.5,44.8,81.2,7,18,11.7,13.7,15.3,17.2,12,9.71
20/06/2007 6:50,6.7,83,14,3197.56,1022,1025.6,1025.6,44.8,81,8,18,11.7,13.7,15.3,17.2,14,9.8
20/06/2007 7:00,6.5,85,14,3197.66,1022,1025.6,1025.6,44.8,80.9,9,16,11.6,13.6,15.3,17.2,12,9.62
20/06/2007 7:10,6.5,83,13,3197.75,1022.2,1025.8,1025.8,44.8,81.5,8,10,11.6,13.6,15.3,17.2,13,9.52
20/06/2007 7:20,6.5,87,13,3197.82,1022.3,1025.9,1025.9,44.8,82.1,7,25,11.5,13.6,15.3,17.2,12,9.37
20/06/2007 7:30,6.6,93,14,3197.9,1022.4,1026,1026,44.8,82.5,8,22,11.5,13.6,15.3,17.2,12,9.43
20/06/2007 7:40,6.6,87,14,3197.99,1022.5,1026.1,1026.1,44.8,82.1,8,31,11.5,13.5,15.3,17.2,15,9.51
20/06/2007 7:50,6.5,83,15,3198.07,1022.6,1026.2,1026.2,44.8,81.9,7,30,11.4,13.5,15.3,17.2,11,9.48
20/06/2007 8:00,6.6,80,17,3198.15,1022.6,1026.2,1026.2,44.8,82,7,57,11.4,13.5,15.2,17.2,10,9.55
20/06/2007 8:10,6.9,85,16,3198.25,1022.5,1026.1,1026.1,44.8,79.9,7,111,11.4,13.5,15.2,17.2,12,10.18
20/06/2007 8:20,6.7,83,18,3198.38,1022.6,1026.2,1026.2,44.8,76.7,8,154,11.4,13.4,15.2,17.2,13,10.66
20/06/2007 8:30,6.5,83,16,3198.56,1022.6,1026.2,1026.2,44.8,74.2,10,191,11.4,13.4,15.2,17.2,17,10.9
20/06/2007 8:40,6.4,89,16,3198.75,1022.6,1026.2,1026.2,44.8,73.3,10,230,11.3,13.4,15.2,17.2,18,11.02
20/06/2007 8:50,6.5,86,16,3198.94,1022.7,1026.3,1026.3,44.8,71.9,9,226,11.3,13.4,15.2,17.2,17,11.34
20/06/2007 9:00,6.6,86,17,3199.12,1022.8,1026.4,1026.4,44.8,71.2,8,270,11.4,13.3,15.2,17.2,15,11.63
20/06/2007 9:10,6.6,81,16,3199.37,1022.8,1026.4,1026.4,44.8,69.9,11,312,11.4,13.3,15.2,17.2,18,11.96
20/06/2007 9:20,6.3,79,16,3199.65,1022.8,1026.4,1026.4,44.8,67.9,12,299,11.5,13.3,15.2,17.2,20,12.09
20/06/2007 9:30,6.1,84,18,3199.93,1022.7,1026.3,1026.3,44.8,66.2,11,307,11.6,13.3,15.2,17.2,19,12.22
20/06/2007 9:40,6.3,76,19,3200.21,1022.7,1026.3,1026.3,44.8,65.3,10,380,11.7,13.3,15.1,17.2,16,12.63
20/06/2007 9:50,6.4,70,16,3200.53,1022.7,1026.3,1026.3,44.8,65.2,12,384,11.8,13.2,15.2,17.2,18,12.74
20/06/2007 10:00,6.3,84,18,3200.83,1022.7,1026.3,1026.3,44.8,62.9,10,412,11.9,13.2,15.1,17.2,16,13.18
20/06/2007 10:10,6.3,78,16,3201.11,1022.6,1026.2,1026.2,44.8,62.1,9,337,12,13.2,15.1,17.2,15,13.38
20/06/2007 10:20,6.2,62,17,3201.39,1022.5,1026.1,1026.1,44.8,60.5,8,455,12.2,13.2,15.1,17.2,13,13.68
20/06/2007 10:30,6.2,66,20,3201.73,1022.3,1025.9,1025.9,44.8,59,10,458,12.3,13.2,15.1,17.2,16,14.11
20/06/2007 10:40,6.4,66,20,3202.09,1022.2,1025.8,1025.8,44.8,58.2,10,494,12.5,13.2,15.1,17.2,16,14.49
20/06/2007 10:50,6.7,71,21,3202.46,1021.9,1025.5,1025.5,44.8,57.4,10,500,12.7,13.2,15.1,17.2,18,15
20/06/2007 11:00,6.3,59,20,3202.82,1021.8,1025.4,1025.4,44.8,55.8,9,503,12.9,13.2,15.1,17.2,16,15.06
20/06/2007 11:10,6.1,53,20,3203.2,1021.7,1025.3,1025.3,44.8,55.7,10,518,13.1,13.2,15.1,17.2,17,14.86
20/06/2007 11:20,5.9,62,19,3203.58,1021.6,1025.2,1025.2,44.8,56.3,10,538,13.3,13.2,15.1,17.2,17,14.51
